Country_Name,Country_Code,Year,GDP_per_capita,GDP_per_capita_growth,GDP_per_capita_PPP,Next_5_years_GDP_per_capita_PPP ,Improved_water_source_percernt_of_rural_population_with_access,Patent_applications_residents,Population,Life_expectancy_years,Patent_applications_per_million_people
Arab World,ARB,1993,1974.89059,0.528204552,7410.218682,8717.792414,71.08760706,702,241286091,65.34564806,2.909409312
Arab World,ARB,1994,1970.315735,0.644636501,7599.375721,8868.319711,71.18179073,703,247435930,65.71336137,2.841139522
Arab World,ARB,1995,2053.721421,-0.304363936,7729.773563,9339.903178,71.32923271,795,255029671,66.12496448,3.117284341
Arab World,ARB,1996,2216.775124,2.150023306,8045.484112,9523.969684,71.46195228,902,260843462,66.48417504,3.458012683
Arab World,ARB,1998,2172.848006,2.915048582,8717.792414,9927.576745,71.63870994,777,272235146,67.1432097,2.854150213
Arab World,ARB,1999,2316.459293,-0.290158385,8868.319711,10895.29582,71.69583458,809,277962869,67.43459739,2.910460677
Arab World,ARB,2000,2589.64845,3.192788229,9339.903178,11609.99341,71.75064225,1124,283832016,67.70347437,3.960088844
Arab World,ARB,2001,2495.366312,-0.496033754,9523.969684,12412.69697,71.85614243,831,289850357,67.95668321,2.866996641
Arab World,ARB,2002,2462.791442,-1.514160184,9523.825359,13006.35667,71.95169491,991,296026575,68.20217114,3.347672418
Arab World,ARB,2003,2721.615721,3.087775572,9927.576745,13702.03758,72.03784624,874,302434519,68.44820923,2.88988176
Arab World,ARB,2004,3117.660806,6.956465136,10895.29582,13598.35502,72.11063246,932,309162029,68.69853756,3.014600477
Arab World,ARB,2005,3745.79093,3.342112357,11609.99341,14087.97154,72.22969617,982,316264728,68.95180524,3.104993738
Arab World,ARB,2007,4937.598218,2.086985619,13006.35667,15126.00635,72.41989833,1027,331653797,69.44569144,3.09660257
Arab World,ARB,2010,5916.329624,2.315762187,14087.97154,16321.01768,73.04932547,1551,356508908,70.07136083,4.350522428
Arab World,ARB,2011,6856.593678,1.189912876,14463.51283,16756.49573,73.34751334,1688,364895878,70.25569431,4.625977167
United Arab Emirates,ARE,2011,40462.31209,1.431369888,58404.01559,72418.61086,100,26,8672475,76.85978049,2.99799077
Argentina,ARG,1990,4318.7747,-3.789115675,6990.554045,10129.77779,68.8,955,32729739,71.54365854,29.17835672
Argentina,ARG,1991,5715.504397,11.09415299,8024.592354,10754.19842,70,943,33193918,71.76329268,28.40881875
Argentina,ARG,1992,6798.026763,10.40666248,9061.645587,11688.7464,71.3,503,33655151,71.98895122,14.94570623
Argentina,ARG,1993,6940.350358,4.491865975,9693.967279,12132.51039,72.5,787,34110917,72.21565854,23.07179253
Argentina,ARG,1994,7449.48039,4.46663129,10342.47624,11769.14997,73.8,694,34558115,72.44139024,20.08211385
Argentina,ARG,1995,7373.428246,-4.057600675,10129.77779,11810.06136,75,676,34994814,72.66512195,19.31714796
Argentina,ARG,1996,7683.574065,4.260870624,10754.19842,11419.05887,76.3,1097,35419682,72.88734146,30.97148077
Argentina,ARG,1997,8172.664323,6.861143328,11688.7464,10217.2731,77.5,824,35833969,73.10804878,22.99494092
Argentina,ARG,1998,8248.761989,2.68214197,12132.51039,11217.57193,78.8,861,36241590,73.32768293,23.75723582
Argentina,ARG,1999,7736.369623,-4.457046577,11769.14997,12430.71372,80,899,36648068,73.54426829,24.53062464
Argentina,ARG,2000,7669.273916,-1.885010517,11810.06136,13817.71407,81.3,1062,37057452,73.75580488,28.65820348
Argentina,ARG,2001,7170.694674,-5.465113906,11419.05887,15227.5125,82.5,691,37471509,73.96031707,18.44067716
Argentina,ARG,2002,2579.193168,-11.87718049,10217.2731,16865.54476,83.7,718,37889370,74.15578049,18.949906
Argentina,ARG,2003,3330.437006,7.643794185,11217.57193,17711.44179,85,792,38309379,74.34126829,20.67378853
Argentina,ARG,2004,4251.574348,7.849106146,12430.71372,16618.12085,86.2,786,38728696,74.51878049,20.29502878
Argentina,ARG,2005,5076.883829,7.69268852,13817.71407,18333.5437,87.5,1054,39145488,74.68831707,26.92519761
Argentina,ARG,2006,5878.761027,6.918027086,15227.5125,19629.35185,88.7,1020,39558890,74.85141463,25.78434329
Argentina,ARG,2007,7193.61764,7.885851981,16865.54476,19579.00648,90,937,39970224,75.01156098,23.44245056
Argentina,ARG,2008,8953.359275,2.995167422,17711.44179,20161.49683,91.2,801,40382389,75.17129268,19.83537923
Argentina,ARG,2009,8161.306966,-6.880148575,16618.12085,19801.25912,92.5,640,40799407,75.33109756,15.6865025
Argentina,ARG,2010,10276.2605,8.99143796,18333.5437,20337.71595,93.7,552,41223889,75.49202439,13.39029416
Argentina,ARG,2011,12726.90836,4.902125244,19629.35185,19934.37249,95,688,41656879,75.65356098,16.51587965
Armenia,ARM,1993,357.2043385,-6.638380399,1290.473115,2015.105575,75.8,184,3363098,68.08565854,54.71145949
Armenia,ARM,1994,400.5160919,7.949829941,1422.709776,2126.915169,75.8,154,3283660,68.39860976,46.89888722
Armenia,ARM,1995,456.3758997,9.103492501,1584.60047,2318.238073,75.8,187,3217342,68.7895122,58.12251231
Armenia,ARM,1996,504.059514,7.506971646,1734.655302,2613.784567,75.8,162,3168215,69.24312195,51.13289344
Armenia,ARM,1997,523.2835691,4.479543335,1843.378545,3020.453987,77.3,62,3133086,69.73885366,19.78879609
Armenia,ARM,1998,609.1730254,8.142264637,2015.105575,3531.968643,78.8,75,3108684,70.24817073,24.12596456
Armenia,ARM,1999,597.4334817,3.957685309,2126.915169,4031.947204,80.2,109,3089017,70.74534146,35.28630629
Armenia,ARM,2000,622.7427477,6.570295525,2318.238073,4769.489004,81.7,119,3069588,71.19965854,38.76741765
Armenia,ARM,2001,694.4305119,10.23657282,2613.784567,5607.645869,83.2,140,3050655,71.58197561,45.8917839
Armenia,ARM,2002,783.2616099,13.81149513,3020.453987,6605.216696,84.7,200,3033897,71.88839024,65.92181607
Armenia,ARM,2003,930.1661567,14.64886278,3531.968643,7260.968756,86.1,151,3017806,72.12097561,50.03635091
Armenia,ARM,2005,1643.758397,14.60487652,4769.489004,6567.258582,89.1,206,2981259,72.39878049,69.0983239
Armenia,ARM,2006,2158.002909,14.06880742,5607.645869,7022.103943,90.6,192,2958500,72.4912439,64.89775224
Armenia,ARM,2007,3138.808703,14.73596617,6605.216696,7649.491409,92,135,2933056,72.5932439,46.02707892
Armenia,ARM,2008,4010.026997,7.812918694,7260.968756,7997.387128,93.5,226,2908220,72.72590244,77.71076466
Armenia,ARM,2009,2993.832531,-13.56639792,6323.578336,8396.742595,95,116,2888584,72.8987561,40.15808438
Armenia,ARM,2010,3218.381655,2.600408784,6567.258582,8709.541088,96.5,136,2877311,73.10929268,47.2663539
Armenia,ARM,2011,3526.978143,4.762989356,7022.103943,8817.953996,98,121,2875581,73.34597561,42.07845302
Australia,AUS,1995,20384.66929,2.641878448,21005.2024,26406.13095,100,1784,18072000,77.82926829,98.71624613
Australia,AUS,1996,21944.15506,2.592040036,22075.36783,27431.0754,100,1797,18311000,78.07804878,98.13773142
Australia,AUS,1997,23551.22217,2.79120713,23020.74339,28717.2892,100,1760,18517000,78.4804878,95.04779392
Australia,AUS,1998,21365.98141,3.35728009,24246.14669,29723.68385,100,1862,18711000,78.63170732,99.51365507
Australia,AUS,1999,20561.47678,3.813926147,25299.35977,31345.22087,100,1858,18926000,78.93170732,98.17182712
Australia,AUS,2000,21690.921,2.636834169,26406.13095,32591.80935,100,1928,19153000,79.23414634,100.6630815
Australia,AUS,2001,19517.84168,0.564896166,27431.0754,34356.76641,100,2187,19413000,79.63414634,112.6564673
Australia,AUS,2002,20081.81763,2.593040335,28717.2892,36596.00841,100,2364,19651400,79.93658537,120.2967727
Australia,AUS,2003,23465.38559,1.80426058,29723.68385,37506.90682,100,2418,19895400,80.23902439,121.5356314
Australia,AUS,2004,30472.37977,2.945228429,31345.22087,40282.31372,100,2559,20127400,80.4902439,127.1401175
Australia,AUS,2005,34016.71483,1.850427299,32591.80935,39191.03563,100,2555,20394800,80.84146341,125.2770314
Australia,AUS,2006,36118.28381,1.470043994,34356.76641,41782.28494,100,2837,20697900,81.04146341,137.0670454
Australia,AUS,2007,40991.98289,3.103645266,36596.00841,42616.14892,100,2718,20827600,81.29268293,130.4999136
Australia,AUS,2008,49664.68504,1.640692117,37506.90682,45668.68911,100,2821,21249200,81.39512195,132.7579391
Australia,AUS,2009,42742.99898,-0.264956601,40282.31372,46446.02724,100,2494,21691700,81.54390244,114.9748521
Australia,AUS,2010,51874.08048,0.431465531,39191.03563,46475.92775,100,2409,22031750,81.69512195,109.3421993
Australia,AUS,2011,62245.10029,0.960159777,41782.28494,46789.92724,100,2383,22340024,81.89512195,106.6695363
Austria,AUT,1990,21628.76023,3.553547811,19394.23375,23587.93849,100,2025,7677850,75.56829268,263.7457101
Austria,AUT,1991,22356.92392,2.413986068,20523.52157,24475.62123,100,2076,7754891,75.61707317,267.7020219
Austria,AUT,1992,24820.22783,0.976092341,21196.26616,25350.5991,100,2117,7840709,75.81707317,270.001093
Austria,AUT,1993,24023.51547,-0.298754084,21635.75071,26577.10663,100,2190,7905633,76.06829268,277.0176658
Austria,AUT,1994,25584.91782,2.008761625,22540.04335,27547.94554,100,1989,7936118,76.4195122,250.6263138
Austria,AUT,1995,30252.79469,2.510912833,23587.93849,29301.08698,100,1728,7948278,76.66829268,217.4055814
Austria,AUT,1996,29742.42881,2.260149557,24475.62123,29725.42733,100,1909,7959017,76.87073171,239.8537407
Austria,AUT,1997,26646.88394,2.089269973,25350.5991,31119.20999,100,1910,7968041,77.3195122,239.7076019
Austria,AUT,1998,27289.63071,3.446394579,26577.10663,31987.22057,100,1957,7976789,77.67073171,245.3368141
Austria,AUT,1999,27116.67608,3.388635746,27547.94554,33649.41335,100,2028,7992324,77.87560976,253.7434669
Austria,AUT,2000,24517.26745,3.120139786,29301.08698,34866.84044,100,1961,8011566,78.12682927,244.7711222
Austria,AUT,2001,24489.73553,0.963288543,29725.42733,37455.51021,100,1815,8042293,78.57560976,225.6819044
Austria,AUT,2002,26351.37568,1.156956244,31119.20999,39150.87728,100,1932,8081957,78.67804878,239.051012
Austria,AUT,2003,32102.93055,0.266532716,31987.22057,41058.63054,100,2120,8121423,78.63170732,261.0379979
Austria,AUT,2004,36693.40262,2.070515729,33649.41335,40704.40971,100,2248,8171966,79.1804878,275.0868029
Austria,AUT,2005,38242.04252,1.447196507,34866.84044,41906.72959,100,2270,8227829,79.33170732,275.8929482
Austria,AUT,2006,40430.99361,2.840716802,37455.51021,44237.96032,100,2271,8268641,79.8804878,274.6521466
Austria,AUT,2007,46586.65025,3.286168681,39150.87728,46233.39624,100,2385,8295487,80.1804878,287.5057245
Austria,AUT,2008,51386.37665,1.229875862,41058.63054,47721.73728,100,2298,8321496,80.43170732,276.1522688
Austria,AUT,2009,47654.18721,-4.050746665,40704.40971,48615.98961,100,2263,8343323,80.33170732,271.2348545
Austria,AUT,2010,46657.0629,1.683936621,41906.72959,49419.33006,100,2424,8363404,80.5804878,289.8341393
Austria,AUT,2011,51126.74139,2.462037275,44237.96032,50077.83261,100,2154,8391643,80.98292683,256.6839414
Azerbaijan,AZE,1995,397.1981161,-12.80996836,2420.444864,3534.329148,52.8,221,7685000,65.17473171,28.75731945
Azerbaijan,AZE,1996,409.2167452,0.282172039,2471.585879,3942.084882,54,165,7763000,65.49436585,21.25466959
Azerbaijan,AZE,2001,703.6838434,9.051822172,3942.084882,9830.162606,60.3,203,8111200,66.9724878,25.02712299
Azerbaijan,AZE,2002,763.0730858,9.777802547,4393.967199,12477.38469,61.5,234,8171950,67.31060976,28.63453643
Azerbaijan,AZE,2003,883.6439965,10.36067596,4945.907916,13799.78614,62.8,246,8234100,67.71256098,29.87576056
Azerbaijan,AZE,2004,1045.02163,9.239489951,5551.448842,14900.50866,64,270,8306500,68.17343902,32.50466502
Azerbaijan,AZE,2005,1578.40239,25.11443921,7169.150431,15627.60562,65.3,281,8391850,68.67709756,33.48486925
Azerbaijan,AZE,2006,2473.085776,33.03048728,9830.162606,15754.15236,66.5,246,8484550,69.19904878,28.99387711
Azerbaijan,AZE,2007,3851.437869,23.63913264,12477.38469,16180.88715,67.8,287,8581300,69.70621951,33.44481605
Azerbaijan,AZE,2008,5574.603802,8.470613513,13799.78614,17171.76137,69,226,8763400,70.171,25.7890773
Azerbaijan,AZE,2009,4950.294791,7.162544171,14900.50866,17607.62289,70.3,264,8947243,70.5784878,29.50629596
Azerbaijan,AZE,2010,5842.805784,3.6141875,15627.60562,17779.77373,71.5,254,9054332,70.91860976,28.05287016
Azerbaijan,AZE,2011,7189.691229,-1.229479184,15754.15236,17253.25603,72.8,193,9173082,71.18963415,21.03982064
Belgium,BEL,1990,20710.66393,2.830268115,18757.80522,22516.96209,100,643,9967379,76.05195122,64.5104395
Belgium,BEL,1991,21154.31183,1.455371754,19664.24307,22892.21911,100,625,10004486,76.19219512,62.47197507
Belgium,BEL,1992,23497.74962,1.119565704,20337.67768,23910.8592,100,675,10045158,76.35121951,67.1965538
Belgium,BEL,1993,22403.238,-1.34799949,20540.88224,24539.0481,100,809,10084475,76.34536585,80.22232194
Belgium,BEL,1994,24338.16069,2.909318722,21588.34118,25642.26165,100,744,10115603,76.69170732,73.54974291
Belgium,BEL,1995,28565.94615,2.17055021,22516.96209,27966.9388,100,732,10136811,76.84073171,72.21205959
Belgium,BEL,1996,27701.85197,1.395258157,22892.21911,29024.90796,100,776,10156637,77.18731707,76.40324253
Belgium,BEL,1997,25027.77782,3.459530088,23910.8592,30482.77357,100,792,10181245,77.37073171,77.79009345
Belgium,BEL,1998,25541.71829,1.757997997,24539.0481,31054.64356,100,690,10203008,77.47317073,67.62711545
Belgium,BEL,1999,25444.13926,3.326010067,25642.26165,32260.7729,100,591,10226419,77.6195122,57.79149084
Belgium,BEL,2000,23207.40591,3.382815205,27966.9388,33332.35275,100,577,10251250,77.72195122,56.2858188
Belgium,BEL,2001,23121.56635,0.465496896,29024.90796,35406.6228,100,571,10286570,77.97317073,55.50927083
Belgium,BEL,2002,25052.33028,1.325025066,30482.77357,36858.19332,100,601,10332785,78.07560976,58.16437679
Belgium,BEL,2003,30743.95693,0.353496207,31054.64356,38133.51223,100,519,10376133,78.12926829,50.01863411
Belgium,BEL,2004,35589.71295,3.187226717,32260.7729,38047.67727,100,514,10421137,78.87804878,49.32283301
Belgium,BEL,2005,36967.28292,1.534450108,33332.35275,40129.42633,100,517,10478617,78.9804878,49.33857207
Belgium,BEL,2006,38852.36103,1.825318014,35406.6228,41248.6927,100,490,10547958,79.3804878,46.45448911
Belgium,BEL,2007,44403.83131,2.640994556,36858.19332,42354.62056,100,454,10625700,79.78292683,42.72659684
Belgium,BEL,2008,48424.58927,-0.045460663,38133.51223,43452.24758,100,575,10709973,79.6804878,53.68827727
Belgium,BEL,2009,44880.56015,-3.068171898,38047.67727,44794.77284,100,669,10796493,79.98292683,61.96456572
Belgium,BEL,2010,44380.23741,1.761154464,40129.42633,45608.42929,100,620,10895586,80.18292683,56.90377736
Belgium,BEL,2011,47702.77415,0.394608744,41248.6927,46383.23696,100,636,11047744,80.58536585,57.5683144
Bangladesh,BGD,1990,297.5679945,3.046659431,832.4340817,1048.184206,64.8,32,106188642,58.40856098,0.301350497
Bangladesh,BGD,1991,284.7255998,1.068843498,869.3353283,1092.017687,65.7,36,108727432,59.04026829,0.331103194
Bangladesh,BGD,1992,285.0954994,3.077797683,916.5185747,1136.354592,66.6,72,111221938,59.70734146,0.647354302
Bangladesh,BGD,1993,291.7144952,2.433779741,961.1617106,1183.376701,67.5,36,113695139,60.40729268,0.316636228
Bangladesh,BGD,1994,290.652464,1.666137797,997.9715926,1232.434473,68.4,39,116182267,61.13202439,0.335679454
Bangladesh,BGD,1995,319.6086944,2.885606142,1048.184206,1301.463285,69.3,70,118706871,61.87236585,0.589687854
Bangladesh,BGD,1996,382.9357493,2.31405137,1092.017687,1372.362514,70.2,22,121269645,62.61256098,0.181413906
Bangladesh,BGD,1997,389.5236244,2.309066938,1136.354592,1420.431252,71.1,46,123854640,63.33887805,0.371403122
Bangladesh,BGD,1998,395.2974607,3.019948164,1183.376701,1491.023592,71.9,32,126447965,64.03819512,0.253068525
Bangladesh,BGD,1999,397.3548219,2.575834805,1232.434473,1586.182168,72.8,49,129029691,64.70241463,0.379757555
Bangladesh,BGD,2000,405.6033071,3.251504334,1301.463285,1718.402873,73.7,70,131581243,65.32512195,0.531990718
Bangladesh,BGD,2001,402.5981152,3.09815029,1372.362514,1864.194503,74.6,59,134107160,65.90446341,0.439946681
Bangladesh,BGD,2002,400.6135745,1.937755293,1420.431252,2024.232095,75.5,43,136600667,66.44965854,0.314786164
Bangladesh,BGD,2003,432.7388972,2.917548429,1491.023592,2163.554427,76.4,58,139019001,66.96736585,0.417209155
Bangladesh,BGD,2004,460.7579167,3.535168833,1586.182168,2264.871499,77.3,48,141307489,67.46260976,0.339684757
Bangladesh,BGD,2005,484.1554071,4.958595192,1718.402873,2393.315832,78.2,50,143431101,67.94129268,0.34859943
Bangladesh,BGD,2006,494.0501466,5.250557826,1864.194503,2570.850145,79,22,145368004,68.41026829,0.151340043
Bangladesh,BGD,2007,541.0651484,5.769918609,2024.232095,2756.443467,79.9,29,147139191,68.87390244,0.197092289
Bangladesh,BGD,2008,615.7775411,4.826436822,2163.554427,2934.644352,80.8,60,148805814,69.33368293,0.403210052
Bangladesh,BGD,2009,681.1205368,3.893892784,2264.871499,3131.789665,81.7,55,150454708,69.79117073,0.365558517
Bangladesh,BGD,2010,757.6717572,4.396111941,2393.315832,3335.337255,82.6,66,152149102,70.24204878,0.433785012
Bangladesh,BGD,2011,835.7893401,5.245005217,2570.850145,3580.694128,83.5,37,153911916,70.68056098,0.240397241
Bulgaria,BGR,1990,2366.529821,-7.463207655,5187.753196,5316.59712,99.8,198,8718289,71.64146341,22.71087825
Bulgaria,BGR,1991,1267.734375,-7.534068891,4956.569884,5624.817838,99.7,422,8632367,71.56097561,48.88578069
Bulgaria,BGR,1992,1211.980878,-6.271263804,4751.632083,5684.671753,99.7,329,8540164,71.49439024,38.52385036
Bulgaria,BGR,1993,1278.247173,-0.691213532,4831.060468,6007.168113,99.7,412,8472313,71.34682927,48.62898715
Bulgaria,BGR,1994,1148.494399,2.164358774,5040.658542,5751.470832,99.6,319,8443591,71.20878049,37.78013407
Bulgaria,BGR,1995,1554.046931,3.319348969,5316.59712,6370.557933,99.6,368,8406067,71.05341463,43.7779047
Bulgaria,BGR,1996,1208.850233,2.125335011,5624.817838,6954.209809,99.6,316,8362826,70.89731707,37.78626986
Bulgaria,BGR,1997,1346.91277,-0.496062817,5684.671753,7766.260738,99.5,394,8312068,70.35121951,47.40095966
Bulgaria,BGR,1998,1771.993943,4.192967652,6007.168113,8379.281786,99.5,274,8256786,71.06097561,33.18482519
Bulgaria,BGR,1999,1643.609895,-5.079317877,5751.470832,9177.314687,99.5,282,8210624,71.41219512,34.34574522
Bulgaria,BGR,2000,1609.280586,5.530877649,6370.557933,10275.04993,99.4,231,8170172,71.66341463,28.27357857
Bulgaria,BGR,2001,1764.907387,6.344012506,6954.209809,11377.85564,99.4,283,8009142,71.76829268,35.33462136
Bulgaria,BGR,2002,2087.534843,8.344615581,7766.260738,12897.95386,99.4,289,7837161,71.86585366,36.87559819
Bulgaria,BGR,2003,2710.468024,5.913160864,8379.281786,14395.69769,99.3,278,7775327,72.06585366,35.75412327
Bulgaria,BGR,2004,3381.507837,7.362887699,9177.314687,14132.99163,99.3,263,7716860,72.56341463,34.08121956
Bulgaria,BGR,2005,3893.68998,8.046704985,10275.04993,14962.98486,99.3,261,7658972,72.56097561,34.0776804
Bulgaria,BGR,2006,4513.13628,7.567017116,11377.85564,15676.05322,99.2,243,7601022,72.61219512,31.96938517
Bulgaria,BGR,2007,5932.899677,8.469986287,12897.95386,16208.23704,99.2,211,7545338,72.66341463,27.96428735
Bulgaria,BGR,2008,7296.122479,6.391174416,14395.69769,16646.7165,99.2,249,7492561,72.96341463,33.23296267
Bulgaria,BGR,2009,6955.987733,-3.600640363,14132.99163,17406.06847,99.1,242,7444443,73.41219512,32.50746899
Bulgaria,BGR,2010,6843.263289,0.715365091,14962.98486,18248.83186,99.1,243,7395599,73.51219512,32.8573791
Bulgaria,BGR,2011,7813.803499,2.570626309,15676.05322,19199.07115,99.1,262,7348328,74.16341463,35.65436927
Bosnia and Herzegovina,BIH,1999,1246.497114,9.348297987,4202.900092,5842.693488,96,23,3759118,73.91063415,6.11845651
Bosnia and Herzegovina,BIH,2000,1461.75052,5.287471504,4525.821884,6453.161247,96.2,31,3766706,74.26221951,8.230002554
Bosnia and Herzegovina,BIH,2001,1524.412022,4.273267286,4742.097847,7384.143684,96.5,52,3771284,74.50192683,13.78840734
Bosnia and Herzegovina,BIH,2003,2214.732246,3.905335705,5348.659008,9001.146968,97.1,32,3779247,74.82236585,8.467295205
Bosnia and Herzegovina,BIH,2004,2650.642661,6.042758943,5842.693488,9007.303999,97.3,50,3781287,74.95597561,13.22301111
Bosnia and Herzegovina,BIH,2005,2968.411806,8.751241564,6453.161247,9317.07052,97.6,66,3781530,75.08753659,17.45325305
Bosnia and Herzegovina,BIH,2006,3404.321698,5.435969151,7384.143684,9893.37823,97.9,55,3779468,75.22295122,14.55231265
Bosnia and Herzegovina,BIH,2008,5075.316064,5.773014261,9001.146968,10821.20534,98.4,59,3763599,75.498,15.67648413
Bosnia and Herzegovina,BIH,2010,4611.470298,1.429915285,9317.07052,11687.07075,98.9,56,3722084,75.79373171,15.04533482
Bosnia and Herzegovina,BIH,2011,5050.156834,1.816947828,9893.37823,12074.75236,99.2,43,3688865,75.95346341,11.65670199
Belarus,BLR,1993,1590.612461,-7.807559332,4797.757504,5230.108161,99,828,10239000,68.97073171,80.86727219
Belarus,BLR,1994,1460.075488,-11.5963919,4331.653172,5513.83348,99,683,10227000,68.76829268,66.78400313
Belarus,BLR,1995,1370.672043,-10.10994703,3974.935851,5994.557173,99,624,10194000,68.46097561,61.21247793
Belarus,BLR,1996,1452.447002,3.144015747,4174.754479,6453.905218,99,698,10160000,68.51219512,68.7007874
Belarus,BLR,1997,1396.502166,11.87348028,4750.377934,6927.55447,99,752,10117000,68.46097561,74.33033508
Belarus,BLR,1998,1511.770268,8.916754395,5230.108161,7616.458844,99,910,10069000,68.40731707,90.37640282
Belarus,BLR,1999,1210.6116,3.835823774,5513.83348,8781.636314,99,993,10026738,67.90731707,99.03519968
Belarus,BLR,2000,1276.288034,6.299632992,5994.557173,9984.192417,99,994,9979610,68.91219512,99.6030907
Belarus,BLR,2001,1244.373185,5.263892143,6453.905218,11389.5515,99,930,9928549,68.50731707,93.66927635
Belarus,BLR,2002,1479.383142,5.716082247,6927.55447,12756.63445,99,895,9865548,68.05609756,90.71974512
Belarus,BLR,2003,1819.525644,7.794918029,7616.458844,14383.16685,99,1082,9796749,68.55365854,110.4448016
Belarus,BLR,2004,2378.339207,12.21261814,8781.636314,14553.79551,99,1065,9730146,68.95609756,109.4536505
Belarus,BLR,2005,3126.071767,10.14976564,9984.192417,15906.75608,99.1,1166,9663915,68.85121951,120.6550347
Belarus,BLR,2006,3848.215966,10.67559202,11389.5515,17166.69564,99.1,1188,9604924,69.40487805,123.6865591
Belarus,BLR,2007,4735.484827,9.099453412,12756.63445,17801.91843,99.1,1405,9560953,70.20731707,146.9518781
Belarus,BLR,2008,6376.183153,10.58130555,14383.16685,18271.75389,99.1,1510,9527985,70.45609756,158.4805182
Belarus,BLR,2009,5176.172649,0.423655891,14553.79551,18902.35595,99.1,1753,9506765,70.40731707,184.3950071
Belarus,BLR,2010,6030.388707,7.977490604,15906.75608,18344.81613,99.1,1759,9490583,70.40487805,185.3416171
Belarus,BLR,2011,6519.710753,5.737693114,17166.69564,18060.41295,99.1,1725,9473172,70.55365854,182.0931785
Brazil,BRA,1990,3093.037479,-4.828234237,6686.080484,8072.954612,67.7,2389,149352145,65.34031707,15.99575286
Brazil,BRA,1991,3966.795488,-0.241038002,6891.975129,8268.48537,68.5,2319,151976577,65.74268293,15.25893033
Brazil,BRA,1992,2591.797116,-2.133287042,6898.704053,8558.930424,69.3,2100,154564278,66.17180488,13.58658046
Brazil,BRA,1993,2786.171356,2.954369967,7271.504752,8547.154583,70.1,2429,157132682,66.62768293,15.45827366
Brazil,BRA,1994,3494.640541,3.637881524,7696.410286,8588.01964,70.9,2269,159705123,67.10682927,14.20743403
Brazil,BRA,1995,4840.787782,2.749445713,8072.954612,9012.764018,71.7,2707,162296612,67.60168293,16.67933771
Brazil,BRA,1996,5156.805408,0.585799529,8268.48537,9216.765175,72.5,2611,164913306,68.10473171,15.83256114
Brazil,BRA,1997,5271.411137,1.770863387,8558.930424,9515.492394,73.3,2756,167545164,68.60585366,16.44929602
Brazil,BRA,1998,5075.631114,-1.209713135,8547.154583,9690.57941,74.1,2491,170170640,69.09504878,14.63824782
Brazil,BRA,1999,3469.503972,-1.036349404,8588.01964,10401.94138,74.9,2816,172759243,69.56721951,16.30014088
Brazil,BRA,2000,3739.119036,2.610847741,9012.764018,10951.27478,75.7,3179,175287587,70.01639024,18.13591056
Brazil,BRA,2001,3146.950177,-0.01508764,9216.765175,11604.86355,76.5,3439,177750670,70.44256098,19.3473251
Brazil,BRA,2002,2819.649531,1.68021076,9515.492394,12503.60928,77.3,3481,180151021,70.84921951,19.32267706
Brazil,BRA,2003,3059.587582,-0.151024206,9690.57941,13262.80054,78.1,3866,182482149,71.24043902,21.18563389
Brazil,BRA,2004,3623.047667,4.468174413,10401.94138,13215.42568,78.9,4044,184738458,71.61819512,21.89040682
Brazil,BRA,2005,4770.182746,1.99910388,10951.27478,14244.97879,79.7,4054,186917361,71.986,21.68872906
Brazil,BRA,2006,5860.145975,2.809568342,11604.86355,14973.09847,80.5,3956,189012412,72.34934146,20.92984243
Brazil,BRA,2007,7313.557962,4.951449819,12503.60928,15396.62234,81.3,4194,191026637,72.70973171,21.95505332
Brazil,BRA,2008,8787.610375,4.031090195,13262.80054,15968.29208,82.2,4280,192979029,73.06865854,22.17857568
Brazil,BRA,2009,8553.38047,-1.108219592,13215.42568,16191.74388,83,4271,194895996,73.42309756,21.91425215
Brazil,BRA,2010,11224.15408,6.489926541,14244.97879,15615.34305,83.8,4228,196796269,73.76956098,21.48414714
Brazil,BRA,2011,13167.47289,2.985153144,14973.09847,15127.8101,84.6,4695,198686688,74.1005122,23.63016892
Barbados,BRB,2003,12028.50447,1.878540374,12080.7245,15446.34715,98.1,2,272258,73.70717073,7.345973305
Barbados,BRB,2007,16462.48556,1.354868827,15153.29816,15680.37656,98.7,3,276150,74.35741463,10.86366105
Barbados,BRB,2008,16570.32028,-0.027183409,15446.34715,15870.04741,98.8,1,277319,74.52170732,3.605955596
Botswana,BWA,2011,7645.214609,4.16276736,13889.27047,16734.85198,91.8,1,2051339,61.09809756,0.487486466
Canada,CAN,1990,21371.2911,-1.330436468,20107.83069,23354.27219,99,2549,27791000,77.37707317,91.72034112
Canada,CAN,1991,21664.59864,-3.448261018,20060.67282,23904.84893,99,2182,28171682,77.55341463,77.45366429
Canada,CAN,1992,20771.25035,-0.347711091,20446.6282,25087.99726,99,2807,28519597,77.32073171,98.42355066
Canada,CAN,1993,20017.42985,1.537971309,21255.05357,26117.61173,99,3623,28833410,77.68512195,125.6528451
Canada,CAN,1994,19859.20398,3.493848737,22465.80305,27656.67692,99,2480,29111906,77.86195122,85.18851359
Canada,CAN,1995,20577.48939,1.830884931,23354.27219,29185.35506,99,2431,29354000,77.97756098,82.8166519
Canada,CAN,1996,21183.22008,0.522403482,23904.84893,30073.91281,99,2583,29671900,78.2304878,87.05205936
Canada,CAN,1997,21770.13408,3.183363787,25087.99726,30851.31148,99,3344,29987200,78.4804878,111.5142461
