Country_Name,Country_Code,Year,GDP_per_capita,GDP_per_capita_growth,GDP_per_capita_PPP,Next_5_years_GDP_per_capita_PPP ,Improved_water_source_percernt_of_rural_population_with_access,Patent_applications_residents,Population,Life_expectancy_years,Patent_applications_per_million_people
East Asia & Pacific,EAS,2010,7677.795457,6.342902212,11721.30567,16097.60739,84.29244,731535,2205614879,74.40240092,331.6694165
East Asia & Pacific,EAS,2011,8842.558955,3.916649508,12610.38162,16984.85591,85.52991304,857546,2220357890,74.56343354,386.2197188
Europe & Central Asia (excluding high income),ECA,1992,2168.537779,-10.78775313,5744.109179,5273.285466,79.85370407,43055,393481005,67.39843073,109.4207839
Europe & Central Asia (excluding high income),ECA,1993,2122.686233,-5.827527588,5503.890066,5314.872331,79.17964055,46711,394905543,66.55607951,118.2839816
Europe & Central Asia (excluding high income),ECA,1994,1839.597958,-10.60614101,4981.512297,5486.065982,80.62438536,33113,395568548,66.31737217,83.70989091
Europe & Central Asia (excluding high income),ECA,1995,1961.682479,-1.34285744,4974.642852,6125.132048,81.00183886,28882,396053579,66.37251874,72.92447672
Europe & Central Asia (excluding high income),ECA,1996,1988.092791,0.136752602,5060.50188,6497.679316,81.37247313,28057,396285161,66.86327282,70.80002675
Europe & Central Asia (excluding high income),ECA,1997,2067.005379,2.659722543,5273.285466,6953.412213,81.77755854,26023,396772932,67.46454968,65.5866313
Europe & Central Asia (excluding high income),ECA,1998,1944.266216,-1.695336412,5314.872331,7682.172239,82.23891704,27577,396999014,67.79277136,69.46364859
Europe & Central Asia (excluding high income),ECA,1999,1638.116465,2.018249363,5486.065982,8599.455661,82.72471698,31137,397071924,67.65326145,78.41652385
Europe & Central Asia (excluding high income),ECA,2000,1813.342178,7.903787407,6125.132048,9646.641453,83.22296399,34811,397083969,67.70962707,87.66659628
Europe & Central Asia (excluding high income),ECA,2001,1806.728721,2.70044331,6497.679316,11537.45088,83.72822914,38754,396886165,67.89474142,97.64512704
Europe & Central Asia (excluding high income),ECA,2002,2068.785101,5.55541733,6953.412213,12849.45745,84.26269752,32097,396574307,67.91869714,80.93565174
Europe & Central Asia (excluding high income),ECA,2003,2615.230472,6.758733078,7682.172239,14746.16214,84.75826732,33522,396720391,68.04772231,84.49779936
Europe & Central Asia (excluding high income),ECA,2004,3444.238761,8.085378891,8599.455661,14247.0777,85.23734163,33851,397064999,68.37862056,85.25304443
Europe & Central Asia (excluding high income),ECA,2005,4343.651604,6.957533886,9646.641453,15251.74512,85.73158527,34213,397469492,68.51023381,86.07704664
Europe & Central Asia (excluding high income),ECA,2006,5312.265531,7.909029929,11537.45088,17224.54955,86.21638023,38293,398011334,69.13089943,96.21082801
Europe & Central Asia (excluding high income),ECA,2007,6841.426722,7.464283036,12849.45745,18049.57908,87.63811225,39157,398693705,69.63226537,98.21323866
Europe & Central Asia (excluding high income),ECA,2008,8436.825523,4.058425936,14746.16214,18661.22281,88.13678402,39151,399739094,69.9237441,97.94138374
Europe & Central Asia (excluding high income),ECA,2009,6613.476812,-6.503409654,14247.0777,19116.32868,88.64851643,36922,401472949,70.5178809,91.96634566
Europe & Central Asia (excluding high income),ECA,2010,7822.755234,4.603471102,15251.74512,18736.42109,89.17086643,41409,403470694,70.81947315,102.6319894
Europe & Central Asia (excluding high income),ECA,2011,9548.097617,5.344026728,17224.54955,18783.41033,89.67648758,39327,405521953,71.38026786,96.97872016
Europe & Central Asia,ECS,1992,11510.61173,-1.014501989,11869.7815,13639.53896,89.07599104,138969,849656744,71.91104473,163.5589913
Europe & Central Asia,ECS,1993,10539.76472,-1.202276925,11939.8624,14139.6239,88.6301852,145365,852762014,71.59384533,170.4637374
Europe & Central Asia,ECS,1994,10998.20329,0.84588173,12156.45648,14700.60916,88.6829544,133569,854723057,71.66236491,156.2716706
Europe & Central Asia,ECS,1995,12644.20823,1.966082601,12611.25909,15832.51287,88.92275736,122401,856352861,71.76142325,142.9329025
Europe & Central Asia,ECS,1996,12889.92216,1.633340789,13065.59259,16663.89409,89.15611779,133026,857652703,72.14795516,155.1047406
Europe & Central Asia,ECS,1997,12210.00404,2.69564141,13639.53896,17432.58867,89.40346158,126206,859112727,72.55454967,146.9027242
Europe & Central Asia,ECS,1998,12496.18171,2.346334735,14139.6239,18093.21784,89.67752846,131491,860236344,72.86176742,152.8545044
Europe & Central Asia,ECS,1999,12339.00501,2.778499273,14700.60916,19223.51358,89.97103934,147250,861380105,72.9114291,170.9465997
Europe & Central Asia,ECS,2000,11609.94629,4.203184028,15832.51287,20254.13861,90.27893584,155927,862304084,73.06551171,180.826002
Europe & Central Asia,ECS,2001,11709.96011,2.076777995,16663.89409,22416.44777,90.58911048,147866,863615633,73.34110523,171.217373
Europe & Central Asia,ECS,2002,12785.0111,1.544524438,17432.58867,23997.31169,90.91077169,137630,865196877,73.42830099,159.0736209
Europe & Central Asia,ECS,2003,15534.97875,1.622890026,18093.21784,25640.31441,91.21383046,138508,867457662,73.53952199,159.6711933
Europe & Central Asia,ECS,2004,18056.92455,2.965666794,19223.51358,24942.08667,91.5159573,138975,870030758,73.97261847,159.735732
Europe & Central Asia,ECS,2005,19172.63322,2.42656222,20254.13861,26017.97397,91.81627548,137103,872661621,74.13432567,157.1090062
Europe & Central Asia,ECS,2006,20687.72896,3.625564225,22416.44777,27716.06323,92.10904428,140824,875343230,74.62863946,160.8786076
Europe & Central Asia,ECS,2007,24088.04199,3.338937018,23997.31169,28390.35916,92.95525342,151829,878465992,74.98461502,172.8342376
Europe & Central Asia,ECS,2008,26325.92753,0.586441654,25640.31441,29339.75641,93.25386509,152574,881965816,75.24121523,172.9930993
Europe & Central Asia,ECS,2009,23056.929,-4.883208112,24942.08667,30138.30067,93.55412325,148934,885591693,75.63329431,168.1745676
Europe & Central Asia,ECS,2010,23515.28637,2.223319036,26017.97397,30553.25488,93.84915508,152872,889016221,75.92165795,171.9563675
Europe & Central Asia,ECS,2011,25975.01712,2.063665366,27716.06323,31022.88485,94.12311713,150130,891094964,76.43333756,168.4781152
"Egypt, Arab Rep.",EGY,1990,751.2411237,3.11381883,3819.28637,4587.984869,90.9,278,57412215,64.54958537,4.842175136
"Egypt, Arab Rep.",EGY,1991,629.260459,-1.226827759,3897.996141,4812.718107,91.2,308,58752390,64.95585366,5.242339929
"Egypt, Arab Rep.",EGY,1992,697.1868548,2.199957873,4074.56202,5068.830336,91.6,301,60035536,65.37014634,5.013697221
"Egypt, Arab Rep.",EGY,1993,760.1497283,0.818331847,4205.643271,5233.587396,91.9,328,61275601,65.81095122,5.352864674
"Egypt, Arab Rep.",EGY,1994,830.4242696,1.943238246,4378.609847,5535.521967,92.2,308,62495745,66.27880488,4.928335521
"Egypt, Arab Rep.",EGY,1995,944.2019116,2.641009755,4587.984869,5856.221721,92.5,408,63714386,66.76068293,6.403577365
"Egypt, Arab Rep.",EGY,1996,1041.523448,3.017657081,4812.718107,6086.419738,92.8,504,64933456,67.23209756,7.761792319
"Egypt, Arab Rep.",EGY,1998,1258.997552,2.141894785,5233.587396,6410.523732,93.5,494,67378056,68.03609756,7.33176392
"Egypt, Arab Rep.",EGY,1999,1321.799713,4.174958141,5535.521967,6728.861316,93.8,536,68626664,68.34368293,7.810375279
"Egypt, Arab Rep.",EGY,2000,1428.183004,3.439696362,5856.221721,7124.489862,94.1,534,69905988,68.58831707,7.638830596
"Egypt, Arab Rep.",EGY,2001,1370.717438,1.615120371,6086.419738,7708.047561,94.5,464,71226940,68.78302439,6.514389078
"Egypt, Arab Rep.",EGY,2002,1210.229249,0.448033695,6207.541692,8327.410813,94.8,627,72590118,68.94826829,8.637539341
"Egypt, Arab Rep.",EGY,2003,1120.874928,1.25092589,6410.523732,8939.282135,95.1,493,73981942,69.10407317,6.663788307
"Egypt, Arab Rep.",EGY,2004,1045.943208,2.156831224,6728.861316,9255.383927,95.4,382,75381899,69.26041463,5.06752954
"Egypt, Arab Rep.",EGY,2005,1168.115231,2.578956712,7124.489862,9658.065215,95.8,428,76778149,69.42434146,5.574502714
"Egypt, Arab Rep.",EGY,2007,1640.476068,5.234633028,8327.410813,10003.35422,96.4,516,79537253,69.77943902,6.48752604
"Egypt, Arab Rep.",EGY,2008,2011.246154,5.282444412,8939.282135,10156.41485,96.7,481,80953881,69.96309756,5.941654607
"Egypt, Arab Rep.",EGY,2009,2291.667062,2.755735398,9255.383927,10407.33971,97.1,490,82465022,70.15078049,5.941913167
"Egypt, Arab Rep.",EGY,2010,2602.479549,3.091669379,9658.065215,10749.09456,97.4,605,84107606,70.34141463,7.193166335
"Egypt, Arab Rep.",EGY,2011,2747.480327,-0.341314769,9823.823287,11131.71648,97.7,618,85897561,70.53490244,7.194616387
Euro area,EMU,1990,18847.338,3.092645629,16953.92397,20407.99674,98.94722462,53313,311539698,75.91135472,171.127469
Euro area,EMU,1991,19521.49396,2.272897697,17926.44326,21064.26606,98.98422784,54622,312708143,76.0249673,174.674057
Euro area,EMU,1992,21437.66812,0.943674349,18507.58689,21915.42089,99.02051661,64140,314162055,76.37998653,204.1621481
Euro area,EMU,1993,19555.17707,-1.064733727,18742.43946,22937.63719,99.06548444,66251,315449102,76.48663006,210.0212034
Euro area,EMU,1994,20594.78792,2.17378276,19556.53241,23853.12886,99.10323581,68122,316366781,76.79491752,215.3260206
Euro area,EMU,1995,23709.16352,2.208770805,20407.99674,25322.73988,99.13838051,61358,317181450,76.95558286,193.4476307
Euro area,EMU,1996,23936.01991,1.471422851,21064.26606,26572.97892,99.18055839,73716,318003013,77.21810915,231.8091244
Euro area,EMU,1997,21832.87204,2.476469206,21915.42089,27559.64555,99.21782561,69397,318761758,77.58125395,217.7080477
Euro area,EMU,1998,22386.55988,2.746282782,22937.63719,27974.36889,99.25507651,71873,319433986,77.79683219,225.0011055
Euro area,EMU,1999,22229.58688,2.725914435,23853.12886,29101.03376,99.2916462,82082,320258899,78.02088693,256.298889
Euro area,EMU,2000,20189.0172,3.523815186,25322.73988,30122.99531,99.33169412,85915,321310785,78.2747802,267.389095
Euro area,EMU,2001,20441.10134,1.774205893,26572.97892,32549.1414,99.37019099,75240,322547881,78.5969981,233.2676927
Euro area,EMU,2002,22132.18892,0.520161639,27559.64555,34412.7922,99.40812979,72993,324125338,78.68434716,225.1999194
Euro area,EMU,2003,27158.57724,0.180193212,27974.36889,35752.06301,99.45158849,73142,325885962,78.70705859,224.4404747
Euro area,EMU,2004,30980.64058,1.764281083,29101.03376,34887.18604,99.49489776,74592,327682509,79.27857754,227.6349758
Euro area,EMU,2005,31985.29093,1.172205043,30122.99531,35881.70439,99.53483608,74723,329380418,79.4261586,226.8592664
Euro area,EMU,2006,33797.63094,2.758330536,32549.1414,37436.45827,99.57481138,74672,330922786,79.85600402,225.6478041
Euro area,EMU,2007,38712.1148,2.491035012,34412.7922,37799.48153,99.61613647,84334,332645168,80.09975244,253.5254022
Euro area,EMU,2008,42226.84293,-0.056693412,35752.06301,38979.04699,99.65723536,86047,334274731,80.3027801,257.4140131
Euro area,EMU,2009,38482.28388,-4.82684041,34887.18604,39980.4373,99.69312467,84889,335360887,80.50339184,253.1273124
Euro area,EMU,2010,37610.82843,1.849960957,35881.70439,41122.9317,99.73638807,84641,336151479,80.74663191,251.7942216
Euro area,EMU,2011,40613.22038,1.768503813,37436.45827,41998.67305,99.75762051,83792,335425831,81.23265042,249.8078331
Spain,ESP,1990,13767.38147,3.675767843,13626.44585,16207.6424,100,2218,38867322,76.83756098,57.06593318
Spain,ESP,1991,14771.6723,2.285324772,14401.76937,16916.96643,100,2156,38966376,76.97121951,55.32975404
Spain,ESP,1992,16068.42672,0.436115096,14794.30811,17856.36694,100,2076,39157685,77.41,53.016413
Spain,ESP,1993,13303.67613,-1.543358288,14912.55109,19009.95927,100,2165,39361262,77.54658537,55.00331773
Spain,ESP,1994,13378.84984,1.896906891,15518.81122,19907.16145,100,2136,39549108,77.90146341,54.00880343
Spain,ESP,1995,15429.93942,2.30495705,16207.6424,21517.32964,100,2047,39724050,77.98073171,51.53049601
Spain,ESP,1996,16069.20709,2.247872367,16916.96643,22963.37842,100,2274,39889852,78.1204878,57.00698012
Spain,ESP,1997,14696.21611,3.25594003,17856.36694,24363.01492,100,2237,40057389,78.60414634,55.84487796
Spain,ESP,1998,15340.33211,3.875202774,19009.95927,25054.49149,100,2271,40223509,78.66585366,56.45951973
Spain,ESP,1999,15678.21523,4.062256937,19907.16145,26198.5836,100,2439,40386875,78.71707317,60.3909067
Spain,ESP,2000,14676.70609,4.819357634,21517.32964,27702.46431,100,2710,40567864,78.96585366,66.80164378
Spain,ESP,2001,15323.6114,3.281730235,22963.37842,30832.97075,100,2528,40850412,79.36829268,61.88432078
Spain,ESP,2002,17019.53541,1.436703614,24363.01492,32584.25538,100,2763,41431558,79.56829268,66.68829591
Spain,ESP,2003,21495.70741,1.338243755,25054.49149,33463.11447,100,2813,42187645,79.6195122,66.67828934
Spain,ESP,2004,24918.64584,1.40190868,26198.5836,32423.60174,100,2871,42921895,79.87073171,66.88893862
Spain,ESP,2005,26510.71745,1.985575466,27702.46431,31984.15525,100,3040,43653155,80.17073171,69.6398691
Spain,ESP,2006,28482.60948,2.428008519,30832.97075,32067.19245,100,3111,44397319,80.82195122,70.0717987
Spain,ESP,2007,32709.40104,1.865717665,32584.25538,31986.50036,100,3267,45226803,80.87317073,72.23592612
Spain,ESP,2008,35578.73619,-0.484361943,33463.11447,32602.03033,100,3632,45954106,81.17560976,79.03537499
Spain,ESP,2009,32333.4661,-4.424122162,32423.60174,33658.1648,100,3596,46362946,81.47560976,77.56193923
Spain,ESP,2010,30736.00228,-0.445626836,31984.15525,34696.33621,100,3566,46576897,81.62682927,76.56156227
Spain,ESP,2011,31834.21816,-1.351240941,32067.19245,36309.8443,100,3430,46742697,82.47560976,73.380447
Estonia,EST,1996,3352.733741,6.889275143,6825.845244,10326.41772,97.1,12,1415594,69.61219512,8.477006825
Estonia,EST,1997,3619.945496,13.08145482,7836.592001,11590.60317,97.1,15,1399535,69.8097561,10.71784557
Estonia,EST,1998,4052.292271,5.122184174,8357.091615,13063.91548,97.1,20,1386156,69.35853659,14.42839046
Estonia,EST,1999,4119.347394,-1.147978999,8368.209582,14429.61907,97.2,13,1390244,70.06341463,9.350876537
Estonia,EST,2000,4070.032827,10.03454067,9414.015351,16516.14387,97.3,13,1396985,70.41707317,9.305754894
Estonia,EST,2001,4498.957027,7.008146762,10326.41772,19269.06952,97.5,18,1388115,70.25853659,12.96722534
Estonia,EST,2002,5308.347781,6.750451033,11590.60317,21955.65331,97.6,19,1379350,70.90487805,13.77460398
Estonia,EST,2003,7174.237415,8.092451367,13063.91548,22664.03933,97.7,18,1370720,71.31707317,13.13178476
Estonia,EST,2004,8850.465115,6.932101241,14429.61907,20523.35285,97.8,27,1362550,71.9097561,19.81578658
Estonia,EST,2005,10338.31322,10.00140285,16516.14387,21623.44966,97.9,23,1354775,72.56829268,16.9769888
Estonia,EST,2006,12595.41065,10.9240292,19269.06952,24543.06747,98,36,1346810,72.69146341,26.72982826
Estonia,EST,2007,16586.4052,8.240850138,21955.65331,26022.46885,98.2,44,1340680,72.81463415,32.81916639
Estonia,EST,2008,18094.54805,-5.165513258,22664.03933,27434.51577,98.3,62,1337090,73.77073171,46.36935434
Estonia,EST,2009,14726.31828,-14.55986124,20523.35285,28543.27273,98.4,76,1334515,74.82439024,56.94952848
Estonia,EST,2010,14638.60482,2.492551994,21623.44966,28946.78989,98.5,84,1331475,75.42926829,63.0879288
Estonia,EST,2011,17454.84342,7.924443455,24543.06747,29364.72111,98.6,62,1327439,76.22926829,46.70647766
European Union,EUU,1990,15854.49684,2.623975185,14962.48356,17965.25191,93.99478331,86482,478005307,74.86874481,180.9226775
European Union,EUU,1991,16420.74197,1.219082565,15602.92088,18690.96804,94.25423742,86103,478976406,74.96888851,179.7645958
European Union,EUU,1992,17838.87528,0.750541885,16063.38354,19490.89814,94.52679515,94136,480438473,75.28795006,195.9376805
European Union,EUU,1993,16209.97847,-0.495226373,16371.47792,20332.0375,94.75453656,96917,482099284,75.39463683,201.031205
European Union,EUU,1994,17171.67728,2.589137471,17155.71782,21131.98864,94.97543975,98556,483262847,75.69062967,203.9387067
European Union,EUU,1995,19845.27354,2.472825116,17965.25191,22547.16046,95.21258524,91924,484271345,75.81526525,189.8192015
European Union,EUU,1996,20257.01958,1.843422533,18690.96804,23719.38477,95.44372979,103554,485000714,76.06731014,213.5130877
European Union,EUU,1997,19085.23442,2.58425456,19490.89814,24724.29487,95.67118444,98874,485892088,76.36092239,203.4896275
European Union,EUU,1998,19709.24551,2.834876444,20332.0375,25318.17038,95.90164351,102479,486565874,76.59578319,210.6169082
European Union,EUU,1999,19643.09289,2.827027882,21131.98864,26564.34795,96.12968527,114412,487539363,76.82523695,234.6723335
European Union,EUU,2000,18229.55141,3.745087065,22547.16046,27495.31652,96.38233757,119259,488178830,77.15861119,244.2936741
European Union,EUU,2001,18400.50767,2.031874256,23719.38477,29755.23936,96.63408338,107808,489155666,77.4931243,220.3960978
European Union,EUU,2002,20006.69568,1.081444204,24724.29487,31498.10347,96.88994183,104566,490390251,77.60584482,213.230177
European Union,EUU,2003,24270.13266,0.961588379,25318.17038,32918.22356,97.1328904,103560,492200115,77.69345183,210.4022263
European Union,EUU,2004,27917.03876,2.186683221,26564.34795,32148.94863,97.39106647,103752,494162545,78.19296345,209.9552082
European Union,EUU,2005,29079.12604,1.682676826,27495.31652,33275.37573,97.63080835,101595,496115011,78.36481648,204.781145
European Union,EUU,2006,30902.70134,2.971997871,29755.23936,34703.90519,97.86702694,100995,497973707,78.73895726,202.8119127
European Union,EUU,2007,35568.53816,2.685761487,31498.10347,35241.33206,98.11139583,111075,499916649,78.96821226,222.187039
European Union,EUU,2008,38097.79753,0.079436163,32918.22356,36444.98733,98.35377579,112210,501808478,79.1830529,223.6112081
European Union,EUU,2009,33936.55819,-4.670173678,32148.94863,37553.14111,98.59163169,110569,503317964,79.44111941,219.6802179
European Union,EUU,2010,33658.09787,1.929743467,33275.37573,38705.61176,98.81307575,110555,504421131,79.72474962,219.1720235
European Union,EUU,2011,36389.08523,1.748418312,34703.90519,39629.49572,99.01999924,109953,504012082,80.23976651,218.1554846
Finland,FIN,1990,28380.54891,0.230393237,18148.28541,19545.09789,100,2059,4986431,74.81317073,412.9205839
Finland,FIN,1991,25503.21521,-6.426894199,17547.16071,20058.68367,100,2123,5013740,75.22756098,423.4363968
Finland,FIN,1992,22337.48712,-3.866334438,17253.26892,21763.46776,100,2052,5041992,75.45536585,406.9820024
Finland,FIN,1993,17617.03044,-1.213633413,17449.38412,23534.61233,100,2166,5066447,75.70512195,427.5185352
Finland,FIN,1994,20305.58355,3.492196132,18443.07446,24768.6467,100,2306,5088333,76.39560976,453.1936098
Finland,FIN,1995,26273.4659,3.810176581,19545.09789,26732.30607,100,2058,5107790,76.4095122,402.9139804
Finland,FIN,1996,25777.6413,3.319349911,20058.68367,27834.34369,100,2179,5124573,76.69341463,425.2061586
Finland,FIN,1997,24676.49708,5.936308396,21763.46776,28567.1712,100,2355,5139835,76.87853659,458.1859145
Finland,FIN,1998,25989.4075,5.148999551,23534.61233,28983.18388,100,2471,5153498,77.09073171,479.4801512
Finland,FIN,1999,26178.79178,4.20198361,24768.6467,31140.14073,100,2511,5165474,77.29121951,486.1122135
Finland,FIN,2000,24253.25042,5.415770114,26732.30607,31993.40726,100,2579,5176209,77.46585366,498.2410873
Finland,FIN,2001,24913.24452,2.347494292,27834.34369,34382.7959,100,2390,5188008,77.96585366,460.6777784
Finland,FIN,2002,26834.02625,1.434169687,28567.1712,37688.35192,100,2162,5200598,78.1195122,415.7214228
Finland,FIN,2003,32816.16088,1.751061795,28983.18388,39969.3876,100,1972,5213014,78.36829268,378.2840407
Finland,FIN,2004,37636.11173,3.624745135,31140.14073,37868.72341,100,2011,5228172,78.71463415,384.6468708
Finland,FIN,2005,38969.17163,2.428793345,31993.40726,38812.31889,100,1830,5246096,78.81707317,348.8308258
Finland,FIN,2006,41120.67651,3.656622696,34382.7959,40683.52758,100,1816,5266268,79.21463415,344.8362294
Finland,FIN,2007,48288.5491,4.738263812,37688.35192,40620.17607,100,1804,5288720,79.26341463,341.1033294
Finland,FIN,2008,53401.31487,0.252853935,39969.3876,41293.51577,100,1799,5313399,79.56829268,338.5779988
Finland,FIN,2009,47107.15571,-8.706689219,37868.72341,41511.75026,100,1806,5338871,79.7195122,338.2737661
Finland,FIN,2010,46202.41516,2.522229366,38812.31889,42275.23993,100,1731,5363352,79.87073171,322.7459246
Finland,FIN,2011,50790.72415,2.096442142,40683.52758,43052.7268,100,1650,5388272,80.47073171,306.2206214
France,FRA,1990,21795.23783,2.333409773,17640.66127,20845.77231,100,12378,58512808,76.6,211.5434282
France,FRA,1991,21782.4162,0.958866639,18402.61297,21446.39974,100,12597,58559312,76.84878049,215.1152322
France,FRA,1992,23937.05692,1.095733446,19028.35451,22345.58508,100,12539,58851216,77.1,213.0627173
France,FRA,1993,22503.26085,-1.042357219,19278.02151,23454.05637,100,12638,59106766,77.3,213.816469
France,FRA,1994,23625.529,1.96512509,20075.18185,24431.72685,100,12519,59327194,77.64878049,211.0162163
France,FRA,1995,27037.97213,1.716969307,20845.77231,26192.6532,100,12419,59541900,77.75121951,208.5758096
France,FRA,1996,27015.25896,1.029646983,21446.39974,27679.85837,100,12916,59753098,77.95365854,216.1561565
France,FRA,1997,24359.42506,1.975961282,22345.58508,28639.39476,100,13252,59964845,78.30487805,220.996152
France,FRA,1998,25101.36874,3.175182483,23454.05637,28256.66167,100,13251,60186291,78.60487805,220.1664163
France,FRA,1999,24799.29601,2.876491076,24431.72685,29169.45643,100,13592,60496715,78.75609756,224.6733562
France,FRA,2000,22465.64184,3.166120141,26192.6532,30603.4624,100,13870,60912498,79.05609756,227.7036808
France,FRA,2001,22527.31775,1.215127417,27679.85837,32543.36126,100,13499,61357431,79.15853659,220.0059517
France,FRA,2002,24275.2426,0.385760676,28639.39476,34150.6017,100,13519,61805267,79.26097561,218.7354032
France,FRA,2003,29691.18158,0.10747347,28256.66167,35156.38284,100,13511,62244884,79.11463415,217.0620159
France,FRA,2004,33874.74255,2.032366715,29169.45643,34767.15426,100,14230,62704897,80.16341463,226.9360238
France,FRA,2005,34879.72633,0.844668773,30603.4624,36026.98256,100,14327,63179356,80.16341463,226.7671104
France,FRA,2006,36544.50853,1.663680076,32543.36126,37457.28429,100,14529,63621376,80.81219512,228.3666421
France,FRA,2007,41600.58397,1.73013171,34150.6017,37645.31028,100,14722,64016229,81.11219512,229.9729339
France,FRA,2008,45413.06571,-0.363092337,35156.38284,39487.83856,100,14658,64374990,81.21463415,227.6971227
France,FRA,2009,41631.13141,-3.439412268,34767.15426,40221.38542,100,14100,64707044,81.41463415,217.9051789
France,FRA,2010,40703.34279,1.463151139,36026.98256,41178.14182,100,14748,65027512,81.66341463,226.7963135
France,FRA,2011,43810.20088,1.586720162,37457.28429,41466.26571,100,14655,65342776,82.11463415,224.2788093
United Kingdom,GBR,1990,19095.467,0.416258979,16739.14676,20182.81813,100,19310,57247586,75.8804878,337.3067993
United Kingdom,GBR,1991,19900.72665,-1.424299216,17049.95597,21507.45032,100,19230,57424897,76.08292683,334.8721723
United Kingdom,GBR,1992,20487.17079,0.088834677,17454.11281,22699.16377,100,18848,57580402,76.43414634,327.3335952
United Kingdom,GBR,1993,18389.01957,2.261552144,18273.50841,23232.24082,100,18727,57718614,76.38536585,324.4533904
United Kingdom,GBR,1994,19709.2381,3.620933789,19338.16087,23975.97317,100,18384,57865745,76.88536585,317.7009127
United Kingdom,GBR,1995,22755.56212,2.235553272,20182.81813,26030.72882,100,18630,58019030,76.83658537,321.101542
United Kingdom,GBR,1996,23947.95875,2.287950432,21507.45032,27358.97189,100,18184,58166950,77.08780488,312.6173884
United Kingdom,GBR,1997,26357.52719,2.861912734,22699.16377,28630.36796,100,17938,58316954,77.21097561,307.5949406
United Kingdom,GBR,1998,27759.33421,2.890512871,23232.24082,29898.23589,100,19530,58487141,77.1902439,333.9195534
United Kingdom,GBR,1999,28154.37126,2.939568855,23975.97317,31617.61228,100,21333,58682466,77.3902439,363.53278
United Kingdom,GBR,2000,27769.93125,3.374942208,26030.72882,32274.76374,100,22050,58892514,77.74146341,374.4109141
United Kingdom,GBR,2001,27284.22404,2.331396768,27358.97189,34332.30121,100,21423,59119673,77.99268293,362.3666863
United Kingdom,GBR,2002,29603.46576,1.964679023,28630.36796,35151.34069,100,20624,59370479,78.14390244,347.3780294
United Kingdom,GBR,2003,34007.88876,2.985577498,29898.23589,36068.09323,100,20426,59647577,78.44634146,342.4447568
United Kingdom,GBR,2004,39824.76181,1.946208096,31617.61228,34402.96146,100,19178,59987905,78.74634146,319.6977791
United Kingdom,GBR,2005,41524.06554,2.267499433,32274.76374,35740.7372,100,17833,60401206,79.04878049,295.2424493
United Kingdom,GBR,2006,44016.72641,1.752323879,34332.30121,36456.00216,100,17484,60846820,79.24878049,287.3445153
United Kingdom,GBR,2007,49949.15488,1.760352735,35151.34069,37477.80229,100,17375,61322463,79.44878049,283.3382606
United Kingdom,GBR,2008,46523.26545,-1.406231896,36068.09323,39016.75868,100,16523,61806995,79.6,267.3322008
United Kingdom,GBR,2009,38010.10045,-5.048663909,34402.96146,40709.19732,100,15985,62276270,80.05121951,256.6788281
United Kingdom,GBR,2010,38709.91166,1.119383533,35740.7372,41767.28965,100,15490,62766365,80.40243902,246.7882281
United Kingdom,GBR,2011,41240.42486,0.718681635,36456.00216,42608.91939,100,15343,63258918,80.95121951,242.5428775
Georgia,GEO,1992,757.2235485,-45.32510712,2342.707519,2224.70902,72.7,365,4873500,69.94773171,74.89483944
Georgia,GEO,1993,550.0155426,-29.84128956,1682.719245,2341.568215,72.7,502,4911100,69.98234146,102.2174258
Georgia,GEO,1994,517.0870879,-9.487700959,1555.480783,2464.730023,72.7,386,4861600,70.07568293,79.39772914
Georgia,GEO,1995,569.0181381,5.365470379,1673.122625,2587.027809,74,287,4734000,70.2357561,60.62526405
Georgia,GEO,1996,670.4611048,14.04016653,1942.863968,2793.302651,75.3,288,4616100,70.46604878,62.3903295
Georgia,GEO,1997,774.6802033,12.57987103,2224.70902,3011.616877,76.7,263,4531600,70.74746341,58.03689646
Georgia,GEO,1998,805.2726845,4.122786611,2341.568215,3455.755048,78,277,4487300,71.05790244,61.72977069
Georgia,GEO,1999,628.8656516,3.673265473,2464.730023,3808.345012,79.3,265,4452500,71.3817561,59.51712521
Georgia,GEO,2000,691.9977101,2.626624902,2587.027809,4364.786505,80.6,232,4418300,71.69339024,52.50888351
Georgia,GEO,2001,733.9704142,5.56764754,2793.302651,4985.276523,81.9,254,4386400,71.97068293,57.9062557
Georgia,GEO,2002,779.3845935,6.185550465,3011.616877,5825.773265,83.3,194,4357000,72.19856098,44.52605003
Georgia,GEO,2003,928.0108227,12.50410391,3455.755048,6155.927442,84.6,195,4301000,72.3695122,45.33829342
Georgia,GEO,2004,1207.367228,7.253798669,3808.345012,6054.394897,85.9,249,4245000,72.48104878,58.65724382
Georgia,GEO,2005,1530.057521,11.03829957,4364.786505,6597.568549,87.2,225,4190000,72.53519512,53.69928401
Georgia,GEO,2006,1872.680416,10.81139451,4985.276523,7315.090898,88.5,236,4136000,72.5424878,57.05996132
Georgia,GEO,2007,2492.12878,13.83017724,5825.773265,8026.507187,89.8,248,4082000,72.52507317,60.75453209
Georgia,GEO,2008,3174.949001,3.634228687,6155.927442,8541.81226,91.2,222,4030000,72.50312195,55.08684864
Georgia,GEO,2009,2706.588512,-2.390625542,6054.394897,9216.324876,92.5,256,3978000,72.48973171,64.35394671
Georgia,GEO,2010,2964.477034,7.656695282,6597.568549,9609.326029,93.8,183,3926000,72.49804878,46.61232807
